id,date,price,price_sqm,room,sqm,region,description,agency,url
9729050,2019-09-18,39.9,1246875,1.0,32.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",Cdci Teréz krt-i iroda,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9721878
9737301,2019-09-18,37.5,1250000,1.0,30.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÁRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Ingatlan IV.Ker. Szita Ingatlan Kft.,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9721878
9603730,2019-09-18,44.3,1342424,1.0,33.0,,"EGYETEMISTÁK - BEFEKTETŐK- ELSŐ LAKÁSUKAT KERESŐK FIGYELEM!!!
Budapest 3 nagy egyetemének ( BME, Corvinus, ELTE ) közvetlen közelében kínálok eldásra egy igazi kis garzont, mely nem mellesleg gyönyörű PANORÁMÁVAL is meg van áldva!
A lakás...",,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9721878
9352021,2019-09-18,28.6,1100000,1.0,26.0,,"Budapest V. kerületének központi közkedvelt részén, ötemeletes téglaépítésű társasház 2. emeletén, 26nm-es lakás eladó.
Az ingatlan falai fiatalos, halvány színekre lettek festve.
Szobái magas kopásállóságú és jó állapotban lévő laminált...",GREAT HOME,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9721878
9286302,2019-09-18,43.0,1433333,1.0,30.0,,"Eladó az V. kerületben egyedülálló panorámával rendelkező 6.emeleti 30 nm es lakás a
Liftes, rendezett épületben található a lakás.
Óriási ablakokból élvezheti a csodálatos kilátást, Deák tér -Hild tér parkot, a Szent István Bazilikát, Budapest...",Gold House Ingatlaniroda,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9721878
9726678,2019-09-18,39.9,1246875,1.0,32.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Báthory,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9721878
9726534,2019-09-18,39.9,1246875,1.0,32.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Bokréta,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9721878
9737704,2019-09-18,37.5,1250000,1.0,30.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÁRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Báthory,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9721878
9608119,2019-09-18,22.7,840740,2.0,27.0,,"*** V. KERÜLETI, BELSŐUDVAROS LAKÁS ELADÓ A SZENT ISTVÁN KÖRÚTON ***
Eladásra kínálok egy, tulajdoni lap szerint 27m2, két szintes (13,5+13,5m2) felújítandó garzont. Elhelyezkedése a Nyugati tér és a Jászai Mari tér között , a körúton van....",,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9721878
9737329,2019-09-18,39.9,1246875,1.0,32.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Ingatlan IV.Ker. Szita Ingatlan Kft.,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9721878
9721802,2019-09-18,37.5,1250000,1.0,30.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÁRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Bokréta,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9721878
9728848,2019-09-18,37.5,1250000,1.0,30.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÁRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",Cdci Teréz krt-i iroda,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9721878
9719876,2019-09-18,37.5,1250000,1.0,30.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÁRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Báthory,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9721878
9618092,2019-09-18,22.7,840740,2.0,27.0,,"*** V. KERÜLETI, BELSŐUDVAROS LAKÁS ELADÓ A SZENT ISTVÁN KÖRÚTON ***
Eladásra kínálok egy, tulajdoni lap szerint 27m2, két szintes (13,5+13,5m2) felújítandó garzont. Elhelyezkedése a Nyugati tér és a Jászai Mari tér között , a körúton van....",OTP Ingatlanpont Szépvölgyi út,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9721878
9737873,2019-09-18,39.9,1246875,1.0,32.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Báthory,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9721878
9674865,2019-09-18,26.99,870645,1.0,31.0,,"A Világörökség részeként ismert és közkedvelt Belgrád rakpart és a népszerű Váci utca között, a díszburkolattal ellátott Molnár utcában, egy 1909-ben épült, szép házban, eladásra kínálunk egy 30nm-es, azonnal költözhető garzonlakást, jó...",Homexpress Ingatlaniroda,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9721878
9737619,2019-09-24,39.9,1246875,1.0,32.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Ingatlan IV.Ker. Szita Ingatlan Kft.,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737619
9737341,2019-09-24,37.5,1250000,1.0,30.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÁRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Ingatlan IV.Ker. Szita Ingatlan Kft.,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737619
9729036,2019-09-24,37.5,1250000,1.0,30.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÁRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Ingatlan IV.Ker. Szita Ingatlan Kft.,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737619
9603730,2019-09-24,44.3,1342424,1.0,33.0,,"EGYETEMISTÁK - BEFEKTETŐK- ELSŐ LAKÁSUKAT KERESŐK FIGYELEM!!!
Budapest 3 nagy egyetemének ( BME, Corvinus, ELTE ) közvetlen közelében kínálok eldásra egy igazi kis garzont, mely nem mellesleg gyönyörű PANORÁMÁVAL is meg van áldva!
A lakás...",,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737619
9729050,2019-09-24,39.9,1246875,1.0,32.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",Cdci Teréz krt-i iroda,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737619
9352021,2019-09-24,28.6,1100000,1.0,26.0,,"Budapest V. kerületének központi közkedvelt részén, ötemeletes téglaépítésű társasház 2. emeletén, 26nm-es lakás eladó.
Az ingatlan falai fiatalos, halvány színekre lettek festve.
Szobái magas kopásállóságú és jó állapotban lévő laminált...",GREAT HOME,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737619
9286302,2019-09-24,43.0,1433333,1.0,30.0,,"Eladó az V. kerületben egyedülálló panorámával rendelkező 6.emeleti 30 nm es lakás a
Liftes, rendezett épületben található a lakás.
Óriási ablakokból élvezheti a csodálatos kilátást, Deák tér -Hild tér parkot, a Szent István Bazilikát, Budapest...",Gold House Ingatlaniroda,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737619
9726406,2019-09-24,37.5,1250000,1.0,30.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÁRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Báthory,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737619
9726678,2019-09-24,39.9,1246875,1.0,32.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Báthory,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737619
9726534,2019-09-24,39.9,1246875,1.0,32.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Bokréta,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737619
9608119,2019-09-24,22.7,840740,2.0,27.0,,"*** V. KERÜLETI, BELSŐUDVAROS LAKÁS ELADÓ A SZENT ISTVÁN KÖRÚTON ***
Eladásra kínálok egy, tulajdoni lap szerint 27m2, két szintes (13,5+13,5m2) felújítandó garzont. Elhelyezkedése a Nyugati tér és a Jászai Mari tér között , a körúton van....",,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737619
9745171,2019-09-24,37.5,1250000,1.0,30.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÁRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Bokréta,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737619
9734366,2019-09-24,37.5,1250000,1.0,30.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÁRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Ingatlan IV.Ker. Szita Ingatlan Kft.,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737619
9744984,2019-09-24,39.9,1246875,1.0,32.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Bokréta,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737619
9744403,2019-09-24,39.9,1246875,1.0,32.0,,Kiváló elosztású 1 szoba + galériás lakást kínálunk megvételre az V. kerületben. Az ingatlan a Vígszínháztól 1 perc sétára található.Második emeleti elhelyezkedésének és utcai tájolásának köszönhetően egész nap világos. A hasznos területet egy 5...,,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737619
9744402,2019-09-24,37.5,1250000,1.0,30.0,,"Kiváló elosztású 1+1 szobás lakást kínálunk megvételre az V. kerületben. Az ingatlan a Vígszínháztól 1 perc sétára található. Felújítása jelenleg is zajlik, átadása Október 15. A lakás teljes körű felújításon esik át, melynek keretében a...",,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737619
9728848,2019-09-24,37.5,1250000,1.0,30.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÁRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",Cdci Teréz krt-i iroda,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737619
9721643,2019-09-24,37.5,1250000,1.0,30.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÁRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Báthory,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737619
9719876,2019-09-24,37.5,1250000,1.0,30.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÁRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Báthory,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737619
9729336,2019-09-24,39.9,1246875,1.0,32.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Ingatlan IV.Ker. Szita Ingatlan Kft.,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737619
9721732,2019-09-24,39.9,1246875,1.0,32.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Báthory,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737619
9721913,2019-09-24,37.5,1250000,1.0,30.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÁRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Ingatlan IV.Ker. Szita Ingatlan Kft.,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737619
9721669,2019-09-24,39.9,1246875,1.0,32.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",Cdci Teréz krt-i iroda,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737619
9630578,2019-09-24,44.3,1342424,1.0,33.0,,"EGYETEMISTÁK - BEFEKTETŐK- ELSŐ LAKÁSUKAT KERESŐK FIGYELEM!!!
Budapest 3 nagy egyetemének ( BME, Corvinus, ELTE ) közvetlen közelében kínálok eldásra egy igazi kis garzont, mely nem mellesleg gyönyörű PANORÁMÁVAL is meg van áldva!
A lakás...",GDN Ingatlaniroda.,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737619
9720076,2019-09-24,39.9,1246875,1.0,32.0,,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Báthory,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737619
9739324,2019-09-24,22.9,916000,1.0,25.0,,"A belváros szívében, teljesen felújított, álló galériával rendelkező, költözhető állapotú studio lakás alacsony fenntartási költséggel eladó.
A környéken rengeteg bolt, kávézó, illetve vendéglátó egység található. Az elhelyezkedés...",Tecnocasa,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737619
9738993,2019-09-24,33.5,1155172,1.0,29.0,,"Váci utca sarkán, frekventált helyen, jó állapotú társasházban lévő, udvari nézetű lakás. Állapotát tekintve a hidegburkolatok közepes állapotúak, a szobában eredeti parketta van és karbantartott nyílászárók. A lakás alacsony fenntartási...",Tecnocasa,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737619
9739093,2019-09-24,43.3,1443333,1.0,30.0,,"Budapest, 5th district, Vaci street, 30 m2 135.000 Euro
Vaci-street,sunny studio&balcony,view,newly furnished,internet,AC (5thVaci-utca,Ferencziek-tere,Main-Market)
5th-Vaci-street,sunny studio&balcony,view,newly...",,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737619
